总排放量,用电量(MWh),用烟煤量（吨）,用柴油量（吨）
9.698480000000000000e+05,3.400053906250000000e+04,1.460504687500000000e+05,5.610151290893554688e+01
1.668529375000000000e+06,1.417014375000000000e+05,2.764541875000000000e+05,7.933541107177734375e+01
1.605158625000000000e+06,1.714107187500000000e+05,2.382979062500000000e+05,5.280551528930664062e+01
3.008300000000000000e+05,3.180821875000000000e+04,2.341659960937500000e+04,4.024341964721679688e+01
2.548140500000000000e+06,2.821352812500000000e+05,3.986112500000000000e+05,7.419447021484375000e+02
8.593694375000000000e+05,1.152556562500000000e+05,1.361047500000000000e+05,3.410002746582031250e+02
2.506423750000000000e+06,2.223291562500000000e+05,4.237463437500000000e+05,9.037451934814453125e+01
1.877690375000000000e+06,2.226908007812500000e+04,2.722038437500000000e+05,1.494341583251953125e+02
1.494419250000000000e+06,3.654034765625000000e+04,2.350268437500000000e+05,6.891413116455078125e+01
3.479179375000000000e+05,5.143218359375000000e+04,2.731782226562500000e+04,3.994117355346679688e+01
2.072347500000000000e+05,5.702843261718750000e+03,1.448035625000000000e+05,9.794675445556640625e+01
3.749172187500000000e+05,7.355353125000000000e+04,3.624097656250000000e+04,1.215145950317382812e+02
8.458071250000000000e+05,1.193533359375000000e+05,1.366399062500000000e+05,3.172915649414062500e+02
2.266047250000000000e+06,2.420663593750000000e+05,3.626420625000000000e+05,6.337191772460937500e+02
7.086951250000000000e+05,8.792212500000000000e+04,1.083335546875000000e+05,2.965372619628906250e+02
8.021805000000000000e+05,6.704885937500000000e+04,1.347695781250000000e+05,1.078969039916992188e+02
1.810565429687500000e+04,4.271204296875000000e+04,1.733773345947265625e+02,1.138903236389160156e+01
1.887207968750000000e+05,7.387764062500000000e+04,2.460092578125000000e+04,2.876468200683593750e+02
5.790707500000000000e+05,5.469390625000000000e+04,1.050548203125000000e+05,5.060839462280273438e+01
9.418383125000000000e+05,4.134128515625000000e+04,1.499652343750000000e+05,1.105446548461914062e+02
2.029718125000000000e+06,6.868446875000000000e+04,3.495039375000000000e+05,2.210914001464843750e+02
2.055823906250000000e+05,1.342919140625000000e+04,1.717984843750000000e+05,3.201308593750000000e+02
2.048230078125000000e+04,4.563577734375000000e+04,2.710002136230468750e+02,1.874451255798339844e+01
1.339351750000000000e+06,4.632969921875000000e+04,1.941202812500000000e+05,7.800848388671875000e+01
3.292331250000000000e+04,6.088471875000000000e+04,3.568137451171875000e+03,3.440355224609375000e+02
1.656756500000000000e+06,1.382991562500000000e+05,2.552323750000000000e+05,7.307695007324218750e+01
7.768991875000000000e+05,6.337681250000000000e+04,1.329378750000000000e+05,8.227877807617187500e+01
6.893453906250000000e+04,4.950704296875000000e+04,2.513456787109375000e+03,3.235704421997070312e+01
1.377997125000000000e+06,5.180013281250000000e+04,2.014898437500000000e+05,2.630026245117187500e+02
1.907605625000000000e+06,7.539107031250000000e+04,3.153504375000000000e+05,1.917354583740234375e+02
7.922806250000000000e+05,9.700199218750000000e+04,1.352222968750000000e+05,2.944943542480468750e+02
2.784148750000000000e+05,4.316462500000000000e+04,1.796863671875000000e+04,2.451412773132324219e+01
1.746313875000000000e+06,1.831859218750000000e+05,2.953606250000000000e+05,5.296245117187500000e+02
6.319070625000000000e+05,1.004534375000000000e+04,1.785603437500000000e+05,7.044227600097656250e+01
1.000255812500000000e+06,7.866876562500000000e+04,1.585075468750000000e+05,9.668002319335937500e+01
2.624561750000000000e+06,2.171705781250000000e+05,4.481554687500000000e+05,4.076707077026367188e+01
1.427595937500000000e+05,6.341351171875000000e+04,4.890674804687500000e+03,3.623675918579101562e+01
8.659067500000000000e+05,1.070690625000000000e+05,1.431779218750000000e+05,3.102337646484375000e+02
7.631920000000000000e+05,7.178160937500000000e+04,1.331885156250000000e+05,9.691105651855468750e+01
1.171762875000000000e+06,4.276352734375000000e+04,1.738902656250000000e+05,9.537839508056640625e+01
1.781973875000000000e+06,1.161650390625000000e+05,3.039971875000000000e+05,1.036155166625976562e+02
2.079595250000000000e+06,1.970988906250000000e+05,3.636862500000000000e+05,7.511952209472656250e+01
1.456911035156250000e+04,4.872816796875000000e+04,1.816617584228515625e+02,1.814024353027343750e+01
3.963160625000000000e+05,5.440130078125000000e+04,3.874758593750000000e+04,3.415741729736328125e+01
1.181790250000000000e+06,1.143741875000000000e+05,1.877639062500000000e+05,3.725566406250000000e+02
3.603535000000000000e+05,4.253732421875000000e+04,3.399037890625000000e+04,2.645433616638183594e+01
8.517903125000000000e+05,2.881287695312500000e+04,1.363755937500000000e+05,4.496030044555664062e+01
6.473479296875000000e+04,7.515050781250000000e+04,7.389628417968750000e+03,3.529481506347656250e+02
4.641370625000000000e+05,5.943434765625000000e+04,4.109010937500000000e+04,5.064644622802734375e+01
1.380072375000000000e+06,1.224859531250000000e+05,2.129912968750000000e+05,3.075708007812500000e+02
1.273392750000000000e+06,4.795709375000000000e+04,1.892385781250000000e+05,1.407106170654296875e+02
6.663685000000000000e+05,5.836521093750000000e+04,1.075247421875000000e+05,5.296632385253906250e+01
3.423938964843750000e+03,4.267091015625000000e+04,6.341653060913085938e+01,3.419481811523437500e+02
1.168323500000000000e+06,1.246713593750000000e+05,1.797067343750000000e+05,3.342967529296875000e+02
2.445415312500000000e+05,4.448537500000000000e+04,1.963452734375000000e+04,2.683549880981445312e+01
1.285748750000000000e+06,1.254026640625000000e+05,2.002607187500000000e+05,5.545221328735351562e+01
1.535165375000000000e+06,1.592592656250000000e+05,2.274965156250000000e+05,4.179580688476562500e+01
1.295028875000000000e+06,1.159876718750000000e+05,2.058168437500000000e+05,5.745101547241210938e+01
1.638160375000000000e+06,1.218601328125000000e+05,2.584630937500000000e+05,3.144645996093750000e+02
1.738041875000000000e+06,1.724737031250000000e+05,2.814121250000000000e+05,6.981698608398437500e+01
4.370026562500000000e+05,5.528125781250000000e+04,4.153182812500000000e+04,4.391419982910156250e+01
3.922438750000000000e+05,4.483835937500000000e+04,4.608437109375000000e+04,3.252004241943359375e+01
1.654051250000000000e+06,7.648031250000000000e+04,2.455953437500000000e+05,2.429767150878906250e+02
4.765273437500000000e+03,2.971041564941406250e+02,2.171062656250000000e+05,1.211478958129882812e+02
7.962225000000000000e+05,5.318747265625000000e+04,1.320476406250000000e+05,2.113691558837890625e+02
9.925440000000000000e+05,1.330442812500000000e+05,1.540638281250000000e+05,3.335643005371093750e+02
6.361026250000000000e+05,8.478240625000000000e+04,1.038671250000000000e+05,2.817710876464843750e+02
5.006641250000000000e+05,5.831155859375000000e+04,4.509600390625000000e+04,5.977764129638671875e+01
8.235734375000000000e+04,6.306320312500000000e+04,9.400637695312500000e+03,3.366203613281250000e+02
4.484708984375000000e+04,3.475973046875000000e+04,7.806091918945312500e+02,7.840304851531982422e+00
1.235488476562500000e+04,4.763442077636718750e+02,2.075245468750000000e+05,2.164135284423828125e+02
8.842323437500000000e+04,4.367160937500000000e+04,5.358163085937500000e+03,4.982223892211914062e+01
1.144062500000000000e+06,1.371391250000000000e+05,1.772902500000000000e+05,3.529284973144531250e+02
1.943597625000000000e+06,1.455547812500000000e+05,3.269826875000000000e+05,3.212607421875000000e+02
3.043953437500000000e+05,4.828507421875000000e+04,2.638000000000000000e+04,3.251360702514648438e+01
1.481963375000000000e+06,1.447675000000000000e+05,2.399453593750000000e+05,6.437355346679687500e+02
8.622466250000000000e+05,7.605767968750000000e+04,1.416154687500000000e+05,6.984684753417968750e+01
1.885824625000000000e+06,4.865260546875000000e+04,2.890591562500000000e+05,1.223349304199218750e+02
9.896258750000000000e+05,5.787812890625000000e+04,1.565385468750000000e+05,2.284342803955078125e+02
1.455400250000000000e+06,1.124999765625000000e+05,2.362552343750000000e+05,7.882754516601562500e+01
3.295147250000000000e+06,3.094958750000000000e+05,4.929844687500000000e+05,4.292408447265625000e+02
6.780467500000000000e+05,4.579885937500000000e+04,1.164601171875000000e+05,7.173756408691406250e+01
1.031453250000000000e+06,1.173049921875000000e+05,1.614081875000000000e+05,1.554924926757812500e+02
1.176698625000000000e+06,1.415811562500000000e+05,1.801780156250000000e+05,4.237481689453125000e+02
2.258189375000000000e+05,4.872935937500000000e+04,1.372628320312500000e+04,3.810132598876953125e+01
8.592732500000000000e+05,5.375557031250000000e+04,1.409059375000000000e+05,8.916013336181640625e+01
6.923663281250000000e+04,1.233587524414062500e+03,1.498409375000000000e+05,8.772038269042968750e+01
1.558639500000000000e+06,1.480923125000000000e+05,2.321890156250000000e+05,7.742374420166015625e+01
1.881000500000000000e+06,1.698841718750000000e+05,3.210687187500000000e+05,4.083781738281250000e+02
1.023123312500000000e+06,1.065136953125000000e+05,1.561470468750000000e+05,7.245554199218750000e+02
8.791278125000000000e+05,9.836982812500000000e+04,1.370310156250000000e+05,6.131510009765625000e+02
7.172688281250000000e+04,5.209991406250000000e+04,1.625825195312500000e+03,2.304377555847167969e+01
5.765523750000000000e+05,4.836087500000000000e+04,1.028163671875000000e+05,3.660939788818359375e+01
8.427732500000000000e+05,9.297439062500000000e+04,1.338449687500000000e+05,2.591966552734375000e+02
4.517896875000000000e+05,3.838735546875000000e+04,1.554086875000000000e+05,3.357051086425781250e+02
9.508146875000000000e+05,9.622750781250000000e+04,1.555335937500000000e+05,2.465486755371093750e+02
9.395490625000000000e+05,1.308314453125000000e+05,1.422269062500000000e+05,3.331070556640625000e+02
1.319087750000000000e+06,1.525441875000000000e+05,1.998082187500000000e+05,3.941859817504882812e+01
1.519402875000000000e+06,8.767980468750000000e+04,2.398293125000000000e+05,6.891114044189453125e+01
1.279125875000000000e+06,1.121998281250000000e+05,1.970636093750000000e+05,8.082888793945312500e+01
8.859938750000000000e+05,8.988650781250000000e+04,1.346083593750000000e+05,2.829083251953125000e+01
2.049570375000000000e+06,1.260703671875000000e+05,3.538305937500000000e+05,2.968961791992187500e+02
4.582379062500000000e+05,5.737835937500000000e+04,4.807077343750000000e+04,4.616776275634765625e+01
1.209388125000000000e+06,1.348485468750000000e+05,1.902176093750000000e+05,4.993568115234375000e+02
1.422991000000000000e+06,1.027327500000000000e+05,2.178476718750000000e+05,3.436472473144531250e+02
1.165384000000000000e+06,1.204885781250000000e+05,1.744509687500000000e+05,4.161610031127929688e+01
9.276529375000000000e+05,1.027912109375000000e+05,1.483969062500000000e+05,2.916348266601562500e+02
6.396438125000000000e+05,5.344833593750000000e+04,1.037355000000000000e+05,5.189759445190429688e+01
1.810107343750000000e+05,7.395985937500000000e+04,2.706091015625000000e+04,3.428602294921875000e+02
8.195723125000000000e+05,5.888053906250000000e+04,1.284445468750000000e+05,2.322360992431640625e+02
1.589226500000000000e+06,9.610050781250000000e+04,2.411306875000000000e+05,5.799645385742187500e+02
7.301484375000000000e+05,3.518722265625000000e+04,1.260755312500000000e+05,1.087423782348632812e+02
3.081723828125000000e+04,7.309946093750000000e+04,3.891613037109375000e+03,3.284730834960937500e+02
7.350284375000000000e+05,7.008888281250000000e+04,1.149581406250000000e+05,1.294651184082031250e+02
1.670567875000000000e+06,1.689271562500000000e+05,2.850185312500000000e+05,1.235697937011718750e+02
1.830911000000000000e+06,1.325030000000000000e+05,2.951509375000000000e+05,1.615449371337890625e+02
1.284228750000000000e+06,3.655576953125000000e+04,1.878750937500000000e+05,1.498190612792968750e+02
3.346155750000000000e+06,3.113808437500000000e+05,4.955678125000000000e+05,5.437608642578125000e+02
1.096684625000000000e+06,1.048657109375000000e+05,1.706634062500000000e+05,8.285181427001953125e+01
1.573592250000000000e+06,1.514099023437500000e+04,2.154986406250000000e+05,1.926260528564453125e+02
1.190892265625000000e+05,6.144025000000000000e+04,8.789476562500000000e+03,1.033733749389648438e+02
4.606184062500000000e+05,5.413453906250000000e+04,5.189541015625000000e+04,5.517160797119140625e+01
1.555249875000000000e+06,1.605358593750000000e+05,2.516846718750000000e+05,7.060479125976562500e+02
1.581747375000000000e+06,1.440110000000000000e+05,2.443651562500000000e+05,8.440694427490234375e+01
1.995505375000000000e+06,1.026874765625000000e+05,3.238831250000000000e+05,1.263569564819335938e+02
1.694365250000000000e+06,1.879834531250000000e+05,2.699118437500000000e+05,3.123103332519531250e+01
9.418886718750000000e+03,2.997243041992187500e+02,2.355732812500000000e+05,3.180268669128417969e+01
8.539990625000000000e+05,2.537396289062500000e+04,1.439103437500000000e+05,5.392819976806640625e+01
1.250883250000000000e+06,1.061254609375000000e+05,1.993555156250000000e+05,4.740750427246093750e+02
3.272454062500000000e+05,6.760403125000000000e+04,1.934079101562500000e+04,4.881753921508789062e+01
8.674706054687500000e+03,6.474194531250000000e+04,9.056282958984375000e+02,3.236729125976562500e+02
5.598704375000000000e+05,4.549835937500000000e+04,8.543080468750000000e+04,4.257740402221679688e+01
9.461277500000000000e+05,8.562129687500000000e+04,1.562216093750000000e+05,1.019222183227539062e+02
1.908615375000000000e+06,1.940718125000000000e+05,3.395637187500000000e+05,4.053385925292968750e+01
1.953287875000000000e+06,1.252632812500000000e+05,3.287980937500000000e+05,2.689119567871093750e+02
8.849833125000000000e+05,1.129256953125000000e+05,1.270078671875000000e+05,7.489255371093750000e+02
3.595948828125000000e+04,4.859878906250000000e+04,1.040077026367187500e+03,3.008564949035644531e+01
1.902647750000000000e+06,1.288564140625000000e+05,3.392906250000000000e+05,1.008572845458984375e+02
1.527014500000000000e+06,1.413052031250000000e+05,2.121548437500000000e+05,7.591248779296875000e+02
2.262022500000000000e+05,4.520145703125000000e+04,1.142953906250000000e+04,1.884955787658691406e+01
7.103655625000000000e+05,2.326215625000000000e+04,1.289222031250000000e+05,6.497913360595703125e+01
6.112870000000000000e+05,5.453017578125000000e+04,1.042502187500000000e+05,4.914017486572265625e+01
4.797576171875000000e+03,4.030981250000000000e+04,2.104936370849609375e+02,3.287507324218750000e+02
1.130430500000000000e+06,1.103190625000000000e+05,1.718396250000000000e+05,7.904917907714843750e+01
1.530864531250000000e+05,3.135459765625000000e+04,6.397960449218750000e+03,1.519117069244384766e+01
6.038845625000000000e+05,4.355641796875000000e+04,7.510714843750000000e+04,5.445540237426757812e+01
6.593923125000000000e+05,5.583500390625000000e+04,1.095383984375000000e+05,6.138250350952148438e+01
5.126500000000000000e+05,6.494111328125000000e+04,6.592609375000000000e+04,1.016896591186523438e+02
1.078731750000000000e+06,1.410714062500000000e+05,1.671516562500000000e+05,4.103681640625000000e+02
4.266426562500000000e+05,5.314602734375000000e+04,3.979431640625000000e+04,4.370544815063476562e+01
1.409347031250000000e+05,3.215962890625000000e+04,9.317305664062500000e+03,4.245232772827148438e+01
1.831658750000000000e+06,9.603300000000000000e+04,2.856218750000000000e+05,4.017452697753906250e+02
6.191112500000000000e+05,6.419148046875000000e+04,1.077437343750000000e+05,7.136444854736328125e+01
2.999420625000000000e+05,5.710537500000000000e+04,2.094088476562500000e+04,3.738948059082031250e+01
6.269636875000000000e+05,4.715662109375000000e+04,8.972959375000000000e+04,6.208973312377929688e+01
6.357414375000000000e+05,4.913801171875000000e+04,7.503959375000000000e+04,4.338424682617187500e+01
6.367016250000000000e+05,5.806100000000000000e+04,1.075465937500000000e+05,7.733545684814453125e+01
8.745495000000000000e+05,9.607364062500000000e+04,1.493653593750000000e+05,2.204878692626953125e+02
1.861986375000000000e+06,1.478148750000000000e+05,3.186628437500000000e+05,1.023925018310546875e+02
8.559948125000000000e+05,7.961125781250000000e+04,1.452419843750000000e+05,1.847409667968750000e+02
5.741540625000000000e+05,8.727619140625000000e+03,1.713975625000000000e+05,1.110699386596679688e+02
8.285479375000000000e+05,6.372984765625000000e+04,1.318890781250000000e+05,2.253556518554687500e+02
9.712061875000000000e+05,9.249238281250000000e+04,1.541515781250000000e+05,7.562532806396484375e+01
1.595972625000000000e+06,1.414979843750000000e+05,2.425704531250000000e+05,1.109695510864257812e+02
7.346705000000000000e+05,7.393411718750000000e+04,1.653814375000000000e+05,3.377875671386718750e+02
6.467176875000000000e+05,5.455371093750000000e+04,1.123570468750000000e+05,6.223429489135742188e+01
1.456900625000000000e+06,1.510028281250000000e+05,2.099570781250000000e+05,2.875009918212890625e+01
9.596899375000000000e+05,1.228850781250000000e+05,1.532553125000000000e+05,3.242095031738281250e+02
1.135237750000000000e+06,7.855455468750000000e+04,1.776068593750000000e+05,2.788634948730468750e+02
2.647103437500000000e+05,6.295139843750000000e+04,1.719344140625000000e+04,5.712968826293945312e+01
6.972889375000000000e+05,6.182660937500000000e+04,1.178359687500000000e+05,7.150457763671875000e+01
1.274820750000000000e+06,1.065469843750000000e+05,1.992197812500000000e+05,7.240919494628906250e+01
8.098181250000000000e+05,7.572018750000000000e+04,1.357845000000000000e+05,9.220446014404296875e+01
1.742504000000000000e+06,1.539770625000000000e+05,2.903947500000000000e+05,6.511914062500000000e+01
7.391023750000000000e+05,2.665949023437500000e+04,1.239240859375000000e+05,5.410522079467773438e+01
5.589652500000000000e+05,7.609467968750000000e+04,8.761402343750000000e+04,2.882912902832031250e+02
7.023543750000000000e+05,9.961316406250000000e+04,1.153155625000000000e+05,3.320710754394531250e+02
2.284887250000000000e+06,1.264222890625000000e+05,4.122606250000000000e+05,1.128511352539062500e+02
1.767749375000000000e+05,1.739488647460937500e+03,1.733092656250000000e+05,9.858514404296875000e+01
1.075044296875000000e+05,1.492724121093750000e+04,8.313602539062500000e+03,4.588782119750976562e+01
1.436177929687500000e+04,5.734469140625000000e+04,8.572377929687500000e+02,2.979902954101562500e+02
1.670249500000000000e+06,1.890733593750000000e+05,2.691125000000000000e+05,3.064781570434570312e+01
4.004475625000000000e+05,3.300698828125000000e+04,7.807717968750000000e+04,2.136855506896972656e+01
2.775065429687500000e+03,3.241804687500000000e+04,7.296846389770507812e+00,3.341143493652343750e+02
2.402988593750000000e+05,4.979890625000000000e+03,1.344025156250000000e+05,8.641133117675781250e+01
3.210246250000000000e+06,3.087758437500000000e+05,4.849808437500000000e+05,6.477999877929687500e+02
1.866328750000000000e+05,8.070528906250000000e+04,2.343216796875000000e+04,3.505421142578125000e+02
3.881076562500000000e+05,6.153351171875000000e+04,4.395076171875000000e+04,9.562789154052734375e+01
2.512435250000000000e+06,1.960208750000000000e+05,4.304097812500000000e+05,9.803251647949218750e+01
4.579509765625000000e+04,4.971650000000000000e+04,8.090985107421875000e+02,2.015270805358886719e+01
2.134225000000000000e+06,8.479417968750000000e+04,3.539613437500000000e+05,2.128217010498046875e+02
2.981793212890625000e+03,3.127754296875000000e+04,2.100082397460937500e+01,3.420661621093750000e+02
4.085782187500000000e+05,1.700332226562500000e+04,1.396275000000000000e+05,2.152121734619140625e+02
8.561178750000000000e+05,8.232547656250000000e+04,1.414527656250000000e+05,7.604639434814453125e+01
5.136592187500000000e+05,7.726268750000000000e+04,8.403439843750000000e+04,2.840602722167968750e+02
8.299515625000000000e+05,1.112387109375000000e+05,1.314848750000000000e+05,4.706075134277343750e+02
7.243250000000000000e+05,7.094502343750000000e+04,1.199584687500000000e+05,1.136184616088867188e+02
6.929055625000000000e+05,6.241840234375000000e+04,1.167106562500000000e+05,8.266783142089843750e+01
9.533408750000000000e+05,1.042350312500000000e+05,1.570566718750000000e+05,2.742478332519531250e+02
6.559904375000000000e+05,5.757535937500000000e+04,1.123159062500000000e+05,6.532914733886718750e+01
1.359285644531250000e+04,2.360025390625000000e+04,4.425671997070312500e+02,4.188475799560546875e+01
8.336001875000000000e+05,4.710557812500000000e+04,1.389351250000000000e+05,8.214969635009765625e+01
1.067739218750000000e+05,5.596724218750000000e+04,4.154204101562500000e+03,3.747764205932617188e+01
7.262838125000000000e+05,9.840241406250000000e+04,9.450215625000000000e+04,7.594873657226562500e+02
7.304676562500000000e+04,7.892376562500000000e+04,1.128556835937500000e+04,3.451436157226562500e+02
7.365194824218750000e+03,3.172016406250000000e+04,2.865903015136718750e+02,1.095692062377929688e+02
1.648507500000000000e+06,1.150425390625000000e+05,2.500619375000000000e+05,1.402370605468750000e+02
1.276828125000000000e+06,1.351302343750000000e+05,1.967206718750000000e+05,3.506231689453125000e+02
1.606745500000000000e+06,1.586938593750000000e+05,2.540257656250000000e+05,6.771018981933593750e+01
1.084419000000000000e+06,9.021233593750000000e+04,1.633554062500000000e+05,3.392936325073242188e+01
7.620628750000000000e+05,8.069657031250000000e+04,1.215114921875000000e+05,2.757419738769531250e+02
4.935747500000000000e+05,3.780397656250000000e+04,1.524003750000000000e+05,3.075461730957031250e+02
1.962148625000000000e+06,1.976046093750000000e+05,3.548677187500000000e+05,3.553145217895507812e+01
1.808232031250000000e+05,2.269174560546875000e+03,1.873702656250000000e+05,3.949129867553710938e+01
1.514484250000000000e+06,1.426199843750000000e+05,2.421698281250000000e+05,4.663215332031250000e+02
5.480704589843750000e+03,3.977799218750000000e+04,2.712247619628906250e+02,3.398726196289062500e+02
1.589094500000000000e+06,8.999719531250000000e+04,2.401617656250000000e+05,8.939388275146484375e+01
6.839870625000000000e+05,5.143082812500000000e+04,1.298866015625000000e+05,2.410883026123046875e+02
4.696758984375000000e+04,5.296862109375000000e+04,4.545021972656250000e+03,2.406916503906250000e+02
2.970882187500000000e+05,5.502277343750000000e+04,2.413731835937500000e+04,4.753375625610351562e+01
7.374411250000000000e+05,7.291350000000000000e+04,1.226453437500000000e+05,1.302003173828125000e+02
2.708851074218750000e+03,3.288398828125000000e+04,1.726836800575256348e+00,3.402291870117187500e+02
2.223489843750000000e+05,5.833914843750000000e+04,1.228106054687500000e+04,3.994337463378906250e+01
2.283944062500000000e+05,2.740782958984375000e+03,4.439329296875000000e+04,8.955337524414062500e+00
5.405988125000000000e+05,2.223952343750000000e+04,8.798507031250000000e+04,1.732670593261718750e+01
9.718301757812500000e+03,2.644994140625000000e+04,2.218442840576171875e+02,2.715875434875488281e+01
8.210537500000000000e+05,7.672525000000000000e+04,1.393845937500000000e+05,6.080711746215820312e+01
8.085671250000000000e+05,5.037655859375000000e+04,1.234575781250000000e+05,1.035712432861328125e+02
1.563019875000000000e+06,1.558989687500000000e+05,2.317260781250000000e+05,5.586409378051757812e+01
1.188292250000000000e+06,1.204145625000000000e+05,1.839423437500000000e+05,2.422104187011718750e+02
