总排放量,用电量(MWh),用烟煤量（吨）,用柴油量（吨）
1.301481750000000000e+06,6.979347656250000000e+04,1.717462656250000000e+05,1.990000605583190918e+00
2.037925375000000000e+06,2.454402187500000000e+05,2.423029218750000000e+05,1.990070939064025879e+00
1.892237000000000000e+06,2.063124062500000000e+05,2.379757343750000000e+05,2.011935234069824219e+00
1.363587250000000000e+06,1.329255781250000000e+05,4.871717285156250000e+03,1.990000009536743164e+00
1.527998375000000000e+06,1.651425156250000000e+05,2.673402187500000000e+05,1.990000009536743164e+00
1.060487625000000000e+06,4.776317187500000000e+04,1.174137578125000000e+05,1.990000009536743164e+00
9.842852343750000000e+04,1.151217265625000000e+05,4.855608203125000000e+04,1.990000009536743164e+00
1.187289500000000000e+06,4.500901171875000000e+04,1.469595312500000000e+05,1.990000009536743164e+00
1.269273500000000000e+06,7.497899218750000000e+04,2.255950625000000000e+05,1.990000247955322266e+00
3.390526250000000000e+05,1.108447421875000000e+05,1.146234531250000000e+05,1.990000009536743164e+00
1.771119125000000000e+06,1.976718906250000000e+05,2.615645781250000000e+05,2.449850320816040039e+00
1.024119125000000000e+06,3.670213671875000000e+04,1.405570468750000000e+05,1.990000009536743164e+00
1.307162125000000000e+06,1.597230156250000000e+05,2.972225625000000000e+05,1.990000009536743164e+00
1.812150375000000000e+06,2.088817500000000000e+05,2.554026093750000000e+05,2.127524137496948242e+00
1.157048625000000000e+06,4.490385156250000000e+04,1.606847187500000000e+05,1.990000009536743164e+00
3.791329589843750000e+03,2.750169531250000000e+04,2.436548704281449318e-03,1.990000009536743164e+00
1.313446250000000000e+06,6.607503125000000000e+04,1.939704687500000000e+05,1.990000247955322266e+00
1.032408250000000000e+06,5.380316015625000000e+04,1.016142968750000000e+05,1.990000009536743164e+00
1.092235875000000000e+06,5.367175781250000000e+04,1.186472109375000000e+05,1.990000247955322266e+00
1.266654125000000000e+06,6.653064843750000000e+04,1.606726562500000000e+05,1.990000844001770020e+00
1.388190000000000000e+06,7.563967187500000000e+04,2.044894218750000000e+05,1.990001201629638672e+00
7.746243750000000000e+04,1.224380781250000000e+05,3.757556640625000000e+04,1.990000009536743164e+00
1.900341125000000000e+06,2.149377656250000000e+05,2.503690937500000000e+05,2.033229351043701172e+00
1.399686625000000000e+06,1.184122031250000000e+05,2.758008125000000000e+05,1.990000009536743164e+00
1.096834500000000000e+06,3.909132812500000000e+04,1.422696406250000000e+05,1.990000009536743164e+00
1.363271250000000000e+06,7.243771875000000000e+04,1.944200781250000000e+05,1.990000844001770020e+00
1.436717500000000000e+06,9.666694531250000000e+04,2.429520312500000000e+05,1.990000009536743164e+00
1.221518625000000000e+06,7.224567187500000000e+04,2.181993750000000000e+05,1.990000247955322266e+00
1.465589500000000000e+06,8.864437500000000000e+04,2.330089843750000000e+05,1.990000009536743164e+00
2.830754687500000000e+05,1.219591015625000000e+05,3.231006622314453125e+01,1.990000009536743164e+00
2.685863281250000000e+03,4.733459765625000000e+04,1.485571861267089844e+00,1.990000009536743164e+00
1.032217937500000000e+06,4.433789843750000000e+04,1.086953984375000000e+05,1.990000009536743164e+00
1.331169875000000000e+06,6.968981250000000000e+04,1.705942031250000000e+05,1.990001797676086426e+00
6.992520625000000000e+05,9.623932031250000000e+04,2.671970520019531250e+02,1.990000009536743164e+00
1.121287875000000000e+06,4.943837109375000000e+04,1.236638828125000000e+05,1.990000247955322266e+00
1.143430875000000000e+06,5.711922265625000000e+04,1.290873750000000000e+05,1.990000247955322266e+00
1.330987250000000000e+06,7.766579687500000000e+04,2.294218281250000000e+05,1.990000367164611816e+00
1.271434875000000000e+06,6.893932031250000000e+04,2.333053125000000000e+05,1.990000009536743164e+00
1.001028625000000000e+06,4.860221484375000000e+04,1.050801796875000000e+05,1.990000009536743164e+00
2.737522460937500000e+03,8.689077343750000000e+04,6.174933624267578125e+01,1.990000009536743164e+00
1.342146875000000000e+06,6.823567187500000000e+04,1.846796406250000000e+05,1.990000844001770020e+00
1.820464125000000000e+06,2.046128125000000000e+05,2.544182187500000000e+05,2.164403676986694336e+00
1.109872750000000000e+06,4.771275390625000000e+04,1.152273984375000000e+05,1.990000009536743164e+00
2.685781982421875000e+03,2.555601318359375000e+03,4.302601297467845143e-08,1.990000009536743164e+00
1.821805000000000000e+06,2.292572812500000000e+05,2.750905625000000000e+05,1.990000367164611816e+00
1.267280375000000000e+06,6.569017968750000000e+04,1.548141406250000000e+05,1.990000605583190918e+00
2.689368896484375000e+03,4.784339843750000000e+03,7.818056246833293699e-07,1.990000009536743164e+00
1.367417750000000000e+06,8.390887500000000000e+04,2.311283125000000000e+05,1.990000009536743164e+00
1.341547250000000000e+06,7.309314062500000000e+04,1.992627500000000000e+05,1.990000605583190918e+00
9.296382500000000000e+05,7.630335937500000000e+04,2.028723593750000000e+05,1.990000009536743164e+00
1.325981125000000000e+06,7.507189062500000000e+04,2.346475468750000000e+05,1.990000247955322266e+00
1.225089375000000000e+06,6.103583203125000000e+04,1.448891250000000000e+05,1.990000844001770020e+00
1.442343125000000000e+06,1.229413671875000000e+05,2.775456542968750000e+03,1.990000009536743164e+00
2.686850830078125000e+03,4.317118652343750000e+03,1.755746836806792999e-07,1.990000009536743164e+00
7.979263750000000000e+05,9.082588281250000000e+04,1.830853750000000000e+05,1.990000009536743164e+00
2.685070068359375000e+03,2.581281127929687500e+02,6.151209961637783339e-24,1.990000009536743164e+00
1.722197187500000000e+05,1.045557421875000000e+05,6.995269531250000000e+04,1.990000009536743164e+00
1.333240875000000000e+06,7.300830468750000000e+04,1.894627500000000000e+05,1.990000605583190918e+00
9.990446875000000000e+05,1.207543593750000000e+05,5.815881347656250000e+02,1.990000009536743164e+00
1.359403750000000000e+06,5.151014453125000000e+04,2.309082500000000000e+05,1.990000009536743164e+00
1.266569750000000000e+06,1.528789062500000000e+05,2.775850937500000000e+05,1.990000009536743164e+00
1.324026875000000000e+06,8.733421875000000000e+04,2.580323125000000000e+05,1.990000009536743164e+00
1.916221000000000000e+06,2.501277812500000000e+05,1.973262187500000000e+05,1.990460515022277832e+00
9.775998750000000000e+05,3.440274218750000000e+04,1.059458671875000000e+05,1.990000009536743164e+00
1.102426000000000000e+06,5.262580078125000000e+04,1.236867031250000000e+05,1.990000247955322266e+00
1.872882250000000000e+06,1.610813906250000000e+05,2.082249531250000000e+05,1.990005135536193848e+00
3.814640625000000000e+04,1.135815781250000000e+05,1.992391992187500000e+04,1.990000009536743164e+00
1.437429375000000000e+06,6.794554687500000000e+04,1.206023593750000000e+05,1.990000605583190918e+00
1.930296375000000000e+06,1.395237656250000000e+05,8.066882031250000000e+04,1.990281224250793457e+00
9.865293750000000000e+05,4.717292578125000000e+04,1.076312500000000000e+05,1.990000009536743164e+00
1.357548625000000000e+06,7.189199218750000000e+04,2.144171875000000000e+05,1.990000605583190918e+00
1.581124375000000000e+06,7.168238281250000000e+04,2.154588281250000000e+04,1.990000009536743164e+00
1.780641500000000000e+06,1.943584843750000000e+05,2.415550000000000000e+05,2.106099843978881836e+00
1.689694875000000000e+06,2.316048750000000000e+05,2.675167187500000000e+05,1.990000009536743164e+00
3.210781738281250000e+03,1.192896718750000000e+05,5.547363891601562500e+02,1.990000009536743164e+00
1.339274750000000000e+06,9.780639062500000000e+04,2.694148125000000000e+05,1.990000009536743164e+00
1.292905625000000000e+06,1.505993906250000000e+05,2.812210625000000000e+05,1.990000009536743164e+00
3.850370000000000000e+05,9.145896093750000000e+04,8.243407440185546875e+01,1.990000009536743164e+00
3.481564062500000000e+05,1.295792734375000000e+05,4.967694854736328125e+01,1.990000009536743164e+00
1.404757375000000000e+06,7.571748437500000000e+04,2.551440625000000000e+05,1.990000009536743164e+00
1.989066625000000000e+06,1.447763281250000000e+05,1.478102187500000000e+05,1.994273543357849121e+00
1.297517375000000000e+06,7.548504687500000000e+04,2.485063593750000000e+05,1.990000009536743164e+00
1.831057500000000000e+06,1.922586250000000000e+05,2.471133125000000000e+05,2.070989608764648438e+00
1.321979125000000000e+06,1.222336015625000000e+05,2.237163593750000000e+05,1.990000009536743164e+00
2.430680078125000000e+04,1.181454218750000000e+05,1.391070214843750000e+04,1.990000009536743164e+00
2.685661132812500000e+03,1.740982177734375000e+03,4.585558954772750440e-08,1.990000009536743164e+00
6.484787500000000000e+05,9.804792187500000000e+04,1.644007812500000000e+05,1.990000009536743164e+00
7.285880468750000000e+04,1.065917109375000000e+05,3.620144921875000000e+04,1.990000009536743164e+00
1.229821750000000000e+06,1.353025156250000000e+05,2.783863437500000000e+05,1.990000009536743164e+00
2.083514375000000000e+06,2.319252500000000000e+05,2.610534375000000000e+05,1.990040540695190430e+00
1.102418625000000000e+06,5.036375781250000000e+04,1.130179765625000000e+05,1.990000009536743164e+00
1.199869000000000000e+06,5.409337890625000000e+04,1.350677343750000000e+05,1.990000367164611816e+00
1.410949625000000000e+06,6.611797656250000000e+04,2.399969687500000000e+05,1.990000009536743164e+00
1.909882375000000000e+06,2.067181562500000000e+05,2.667027812500000000e+05,2.202082633972167969e+00
1.326873500000000000e+06,7.183400000000000000e+04,2.039268906250000000e+05,1.990000367164611816e+00
1.132467375000000000e+06,5.810208593750000000e+04,1.266337031250000000e+05,1.990000009536743164e+00
1.320467625000000000e+06,5.391598046875000000e+04,2.371244062500000000e+05,1.990000009536743164e+00
8.584098125000000000e+05,8.566441406250000000e+04,1.932155000000000000e+05,1.990000009536743164e+00
1.959512625000000000e+06,2.541295312500000000e+05,2.345689375000000000e+05,1.990041255950927734e+00
7.186574707031250000e+03,1.106367421875000000e+05,3.727578857421875000e+03,1.990000009536743164e+00
1.220141250000000000e+06,6.167554296875000000e+04,1.505075156250000000e+05,1.990000605583190918e+00
1.208150375000000000e+06,6.018698828125000000e+04,1.420916562500000000e+05,1.990000605583190918e+00
7.681326660156250000e+03,1.104425000000000000e+05,4.183827636718750000e+03,1.990000009536743164e+00
1.259113125000000000e+06,1.560316093750000000e+05,2.919456250000000000e+05,1.990000009536743164e+00
2.042840375000000000e+06,2.445241250000000000e+05,2.372397031250000000e+05,1.990347504615783691e+00
1.583821972656250000e+04,1.224461875000000000e+05,8.931477539062500000e+03,1.990000009536743164e+00
1.845025375000000000e+06,1.895505625000000000e+05,2.737272500000000000e+05,2.723685503005981445e+00
1.070447750000000000e+06,4.285078125000000000e+04,1.168801875000000000e+05,1.990000009536743164e+00
1.347122500000000000e+06,4.919470703125000000e+04,1.876566875000000000e+05,1.990000009536743164e+00
1.235288125000000000e+06,6.271556640625000000e+04,1.495595000000000000e+05,1.990000367164611816e+00
1.808285750000000000e+06,1.377413437500000000e+05,3.554430078125000000e+04,1.990003705024719238e+00
1.246161125000000000e+06,5.747775000000000000e+04,1.732266406250000000e+05,1.990000605583190918e+00
1.934156875000000000e+06,1.725101250000000000e+05,6.798750000000000000e+04,1.990175604820251465e+00
1.129191375000000000e+06,5.224550781250000000e+04,1.171721640625000000e+05,1.990000009536743164e+00
2.690094482421875000e+03,8.380487500000000000e+04,7.755751609802246094e+00,1.990000009536743164e+00
7.658466250000000000e+05,1.018733984375000000e+05,1.861792656250000000e+05,1.990000009536743164e+00
3.032141113281250000e+03,9.045545312500000000e+04,3.718510131835937500e+02,1.990000009536743164e+00
1.313720500000000000e+06,6.903054687500000000e+04,2.151545781250000000e+05,1.990000247955322266e+00
1.320299750000000000e+06,6.346420703125000000e+04,1.667744218750000000e+05,1.990000605583190918e+00
2.063738125000000000e+06,2.277095312500000000e+05,2.344890781250000000e+05,1.993553996086120605e+00
1.144478750000000000e+06,4.462751953125000000e+04,1.365613750000000000e+05,1.990000009536743164e+00
1.098171250000000000e+06,5.368232421875000000e+04,1.233802187500000000e+05,1.990000009536743164e+00
1.389134472656250000e+04,6.184555468750000000e+04,1.064293831586837769e-01,1.990000009536743164e+00
1.140308000000000000e+06,4.010551171875000000e+04,1.459590156250000000e+05,1.990000009536743164e+00
1.347282625000000000e+06,9.573268750000000000e+04,2.665000312500000000e+05,1.990000009536743164e+00
1.520316500000000000e+06,1.872851250000000000e+05,2.725859687500000000e+05,1.990000009536743164e+00
9.988187500000000000e+04,1.149797265625000000e+05,4.761282031250000000e+04,1.990000009536743164e+00
1.911085125000000000e+06,1.285498906250000000e+05,4.393596875000000000e+04,1.990006923675537109e+00
1.859611625000000000e+06,1.937994687500000000e+05,2.720032812500000000e+05,2.310154676437377930e+00
2.897148437500000000e+03,9.668675000000000000e+04,2.279554138183593750e+02,1.990000009536743164e+00
1.847253000000000000e+06,2.048332656250000000e+05,2.590126250000000000e+05,2.106971263885498047e+00
1.409105875000000000e+06,7.531413281250000000e+04,2.681347187500000000e+05,1.990000009536743164e+00
8.061148750000000000e+05,1.018489453125000000e+05,3.600468444824218750e+02,1.990000009536743164e+00
4.180797656250000000e+04,1.053869296875000000e+05,2.389446093750000000e+04,1.990000009536743164e+00
5.575733125000000000e+05,9.835131250000000000e+04,1.551487812500000000e+05,1.990000009536743164e+00
1.290670750000000000e+06,4.390875390625000000e+04,2.049569218750000000e+05,1.990000009536743164e+00
1.246524375000000000e+06,1.303689062500000000e+05,2.935921250000000000e+05,1.990000009536743164e+00
2.001772125000000000e+06,1.669951250000000000e+05,2.775663125000000000e+05,2.326735258102416992e+00
1.018848750000000000e+06,7.504585156250000000e+04,2.040730468750000000e+05,1.990000009536743164e+00
1.634596875000000000e+06,2.543809687500000000e+05,2.336795937500000000e+05,1.990000247955322266e+00
1.073002500000000000e+06,5.335590234375000000e+04,1.254393359375000000e+05,1.990000009536743164e+00
1.278649125000000000e+06,6.714605468750000000e+04,1.545616250000000000e+05,1.990000844001770020e+00
1.283079750000000000e+06,6.526939843750000000e+04,1.693480937500000000e+05,1.990001201629638672e+00
1.000283187500000000e+06,4.623073828125000000e+04,1.059387265625000000e+05,1.990000009536743164e+00
1.071411125000000000e+06,5.356789062500000000e+04,1.117602265625000000e+05,1.990000009536743164e+00
1.226787375000000000e+06,5.286819531250000000e+04,1.466548593750000000e+05,1.990000009536743164e+00
1.148787750000000000e+06,5.080077343750000000e+04,1.250362578125000000e+05,1.990000247955322266e+00
1.182324750000000000e+06,4.474488671875000000e+04,1.622378906250000000e+05,1.990000009536743164e+00
1.914986375000000000e+06,2.471442968750000000e+05,2.256430312500000000e+05,1.990045428276062012e+00
3.672787109375000000e+04,1.082545156250000000e+05,2.065741210937500000e+04,1.990000009536743164e+00
1.358137375000000000e+06,4.879127343750000000e+04,1.994993281250000000e+05,1.990000009536743164e+00
2.685070068359375000e+03,2.597634277343750000e+02,3.662610995777609764e-20,1.990000009536743164e+00
2.881812890625000000e+04,9.954934375000000000e+04,1.666778125000000000e+04,1.990000009536743164e+00
1.045326312500000000e+06,4.406454296875000000e+04,1.120460390625000000e+05,1.990000009536743164e+00
1.333456625000000000e+06,7.458767187500000000e+04,2.001890000000000000e+05,1.990000844001770020e+00
1.318303375000000000e+06,1.825509062500000000e+05,2.924537500000000000e+05,1.990000009536743164e+00
1.888797000000000000e+06,1.765357812500000000e+05,2.725632500000000000e+05,2.594841480255126953e+00
1.290918875000000000e+06,1.327824531250000000e+05,2.677443125000000000e+05,1.990000009536743164e+00
8.930403125000000000e+05,8.714370312500000000e+04,1.955247656250000000e+05,1.990000009536743164e+00
1.005603437500000000e+06,4.340504687500000000e+04,1.138719687500000000e+05,1.990000009536743164e+00
1.545974875000000000e+06,1.201989531250000000e+05,5.785586425781250000e+03,1.990000009536743164e+00
1.294098125000000000e+06,8.797925781250000000e+04,2.574831875000000000e+05,1.990000009536743164e+00
1.054591250000000000e+06,4.928129687500000000e+04,1.060967734375000000e+05,1.990000009536743164e+00
1.353649750000000000e+06,7.022307812500000000e+04,1.784595937500000000e+05,1.990001201629638672e+00
1.677002750000000000e+06,1.504971718750000000e+05,2.361912968750000000e+05,1.990000247955322266e+00
1.101023250000000000e+06,4.184569921875000000e+04,1.401723593750000000e+05,1.990000009536743164e+00
2.685763183593750000e+03,6.581303906250000000e+04,1.266379237174987793e+00,1.990000009536743164e+00
1.416644375000000000e+06,1.211006718750000000e+05,2.515340312500000000e+05,1.990000009536743164e+00
1.866294125000000000e+06,2.144420312500000000e+05,2.495947187500000000e+05,2.037559747695922852e+00
1.262768375000000000e+06,1.547402187500000000e+05,2.170387695312500000e+03,1.990000009536743164e+00
1.066330375000000000e+06,4.235092187500000000e+04,1.225360703125000000e+05,1.990000009536743164e+00
1.818706125000000000e+06,2.003373750000000000e+05,2.442849062500000000e+05,2.036899328231811523e+00
1.762427500000000000e+06,1.470677812500000000e+05,1.759677929687500000e+04,1.990000367164611816e+00
1.073057000000000000e+06,5.059733203125000000e+04,1.215592734375000000e+05,1.990000247955322266e+00
1.373970000000000000e+06,4.924537109375000000e+04,1.277178046875000000e+05,1.990000605583190918e+00
1.309813625000000000e+06,5.779307031250000000e+04,1.390674531250000000e+05,1.990000367164611816e+00
3.208784570312500000e+04,1.130289531250000000e+05,1.849162109375000000e+04,1.990000009536743164e+00
1.162210078125000000e+05,1.151277734375000000e+05,5.272224609375000000e+04,1.990000009536743164e+00
1.364488750000000000e+06,8.996856250000000000e+04,2.404637812500000000e+05,1.990000009536743164e+00
2.082542875000000000e+06,2.397847187500000000e+05,2.275851562500000000e+05,1.990232944488525391e+00
3.158838378906250000e+03,2.746919335937500000e+04,6.448458298109471798e-04,1.990000009536743164e+00
8.023456875000000000e+05,9.257751562500000000e+04,1.849341250000000000e+05,1.990000009536743164e+00
1.367877500000000000e+06,5.186471093750000000e+04,1.890745312500000000e+05,1.990000009536743164e+00
1.853022625000000000e+06,1.901543281250000000e+05,2.707136562500000000e+05,2.429686546325683594e+00
2.123148500000000000e+06,2.392837968750000000e+05,2.503377187500000000e+05,1.990183115005493164e+00
2.093237000000000000e+06,2.317788593750000000e+05,2.394744062500000000e+05,1.993117332458496094e+00
1.115829625000000000e+06,4.727229296875000000e+04,1.186666875000000000e+05,1.990000247955322266e+00
1.607517000000000000e+06,1.300323359375000000e+05,8.966154296875000000e+03,1.990000009536743164e+00
1.965802875000000000e+06,1.432579687500000000e+05,1.205613046875000000e+05,1.991171479225158691e+00
2.053009625000000000e+06,2.436957343750000000e+05,2.680345937500000000e+05,1.990025520324707031e+00
1.399450000000000000e+06,1.085006562500000000e+05,2.734776562500000000e+05,1.990000009536743164e+00
6.035515000000000000e+05,1.162427890625000000e+05,1.811672668457031250e+02,1.990000009536743164e+00
1.846073828125000000e+04,6.659035156250000000e+04,1.214444488286972046e-01,1.990000009536743164e+00
1.194564375000000000e+06,6.665635156250000000e+04,1.515501875000000000e+05,1.990000367164611816e+00
1.866438750000000000e+06,2.086254687500000000e+05,2.123941718750000000e+05,2.011540174484252930e+00
1.099231750000000000e+06,4.202360156250000000e+04,1.302791250000000000e+05,1.990000009536743164e+00
1.105100625000000000e+06,4.296033984375000000e+04,1.325812656250000000e+05,1.990000009536743164e+00
1.459544750000000000e+06,6.802139062500000000e+04,1.683263906250000000e+05,1.990000009536743164e+00
1.333637125000000000e+06,5.661429296875000000e+04,2.409036093750000000e+05,1.990000009536743164e+00
1.880273250000000000e+06,2.145307656250000000e+05,2.589222031250000000e+05,2.068977117538452148e+00
2.081162375000000000e+06,2.423487343750000000e+05,2.565365625000000000e+05,1.990159869194030762e+00
1.950217375000000000e+06,1.834477812500000000e+05,1.748291093750000000e+05,1.991210579872131348e+00
1.569641750000000000e+06,1.117641562500000000e+05,4.978842285156250000e+03,1.990000009536743164e+00
1.968287375000000000e+06,1.622088437500000000e+05,2.719742812500000000e+05,2.227262973785400391e+00
1.298057375000000000e+06,1.206382968750000000e+05,2.752543125000000000e+05,1.990000009536743164e+00
1.273771625000000000e+06,1.443729843750000000e+05,2.931318750000000000e+05,1.990000009536743164e+00
1.860078875000000000e+06,2.137639687500000000e+05,2.597884218750000000e+05,2.091394901275634766e+00
1.367790250000000000e+06,7.477148437500000000e+04,2.214044375000000000e+05,1.990000844001770020e+00
1.286516125000000000e+06,4.880324609375000000e+04,1.705151093750000000e+05,1.990000009536743164e+00
1.385402875000000000e+06,1.228556562500000000e+05,2.724704687500000000e+05,1.990000009536743164e+00
1.538755875000000000e+06,1.875029375000000000e+05,2.675755625000000000e+05,1.990000009536743164e+00
1.166468375000000000e+06,5.021603906250000000e+04,1.410380156250000000e+05,1.990000009536743164e+00
2.795924316406250000e+03,9.139039062500000000e+03,7.844458014005795121e-05,1.990000009536743164e+00
1.144833250000000000e+06,5.467135156250000000e+04,1.257718203125000000e+05,1.990000247955322266e+00
6.449299804687500000e+03,1.050295234375000000e+05,3.230474609375000000e+03,1.990000009536743164e+00
1.358412125000000000e+06,6.195892968750000000e+04,1.398093750000000000e+05,1.990000963211059570e+00
2.060829375000000000e+06,2.170099531250000000e+05,2.278011562500000000e+05,1.994052052497863770e+00
2.030096500000000000e+06,1.455590781250000000e+05,1.759896718750000000e+05,1.996125340461730957e+00
1.540736500000000000e+06,1.749199375000000000e+05,2.422464218750000000e+05,1.990000009536743164e+00
2.779426025390625000e+03,8.022771093750000000e+04,1.081556091308593750e+02,1.990000009536743164e+00
1.369687625000000000e+06,7.272785937500000000e+04,2.076030937500000000e+05,1.990000605583190918e+00
4.676355078125000000e+04,1.131935781250000000e+05,2.522264648437500000e+04,1.990000009536743164e+00
1.324883750000000000e+06,7.074678906250000000e+04,1.757660156250000000e+05,1.990000963211059570e+00
1.801904062500000000e+05,1.107396250000000000e+05,6.944210937500000000e+04,1.990000009536743164e+00
2.016865375000000000e+06,2.427127968750000000e+05,2.292118906250000000e+05,1.990727066993713379e+00
1.452120125000000000e+06,1.987797968750000000e+05,2.886185312500000000e+05,1.990000009536743164e+00
1.928115250000000000e+06,1.804886250000000000e+05,2.844495000000000000e+05,2.675240993499755859e+00
1.396832125000000000e+06,7.528692968750000000e+04,2.568183750000000000e+05,1.990000009536743164e+00
1.667051750000000000e+06,1.218570390625000000e+05,1.239859570312500000e+04,1.990000009536743164e+00
1.689015234375000000e+04,1.053469687500000000e+05,9.985715820312500000e+03,1.990000009536743164e+00
2.685070068359375000e+03,2.608859558105468750e+02,1.921268498087335769e-19,1.990000009536743164e+00
1.315184750000000000e+06,1.606174062500000000e+05,2.969463437500000000e+05,1.990000009536743164e+00
6.633240625000000000e+05,9.621878125000000000e+04,1.686650468750000000e+05,1.990000009536743164e+00
1.284497750000000000e+06,6.923517187500000000e+04,2.281703125000000000e+05,1.990000247955322266e+00
1.349876250000000000e+06,7.483341406250000000e+04,2.256963437500000000e+05,1.990000605583190918e+00
2.838377197265625000e+03,9.869938281250000000e+04,1.717502136230468750e+02,1.990000009536743164e+00
1.378248500000000000e+06,7.329057812500000000e+04,2.140321250000000000e+05,1.990000963211059570e+00
