总排放量,用电量(MWh),用烟煤量（吨）,用柴油量（吨）
7.646713600000000000e+07,1.720567680000000000e+08,1.367888281250000000e+05,2.039821777343750000e+02
7.537040800000000000e+07,1.691950880000000000e+08,1.429698281250000000e+05,2.411793365478515625e+02
7.598387200000000000e+07,1.721757120000000000e+08,1.446649531250000000e+05,2.176724395751953125e+02
7.562899200000000000e+07,1.733891680000000000e+08,1.452967968750000000e+05,2.362762603759765625e+02
7.515868000000000000e+07,1.670544960000000000e+08,1.453915937500000000e+05,2.510072174072265625e+02
7.662172800000000000e+07,1.696603520000000000e+08,1.352573281250000000e+05,1.949635314941406250e+02
7.684657600000000000e+07,1.763267360000000000e+08,1.361771718750000000e+05,1.881622924804687500e+02
7.531662400000000000e+07,1.715900320000000000e+08,1.452218125000000000e+05,2.448055572509765625e+02
7.624542400000000000e+07,1.644135040000000000e+08,1.363046718750000000e+05,2.090322723388671875e+02
7.500508000000000000e+07,1.634627360000000000e+08,1.459377656250000000e+05,2.571208190917968750e+02
7.581844800000000000e+07,1.683004320000000000e+08,1.421409531250000000e+05,2.289510192871093750e+02
7.635070400000000000e+07,1.645250240000000000e+08,1.431683906250000000e+05,2.103378143310546875e+02
7.529852800000000000e+07,1.741243840000000000e+08,1.475575156250000000e+05,2.482272033691406250e+02
7.615900800000000000e+07,1.686271040000000000e+08,1.391192500000000000e+05,2.153963165283203125e+02
7.670976000000000000e+07,1.653572480000000000e+08,1.372733281250000000e+05,1.923672637939453125e+02
7.576340800000000000e+07,1.712752640000000000e+08,1.387975000000000000e+05,2.284565124511718750e+02
7.712434400000000000e+07,1.622870720000000000e+08,1.325997187500000000e+05,1.813058166503906250e+02
7.692372000000000000e+07,1.757897600000000000e+08,1.329304843750000000e+05,1.842151641845703125e+02
7.678592800000000000e+07,1.636412000000000000e+08,1.342962500000000000e+05,1.867852935791015625e+02
7.408762400000000000e+07,1.730298720000000000e+08,1.509108906250000000e+05,2.796549987792968750e+02
7.613440800000000000e+07,1.627623680000000000e+08,1.396752343750000000e+05,2.141870422363281250e+02
7.591996000000000000e+07,1.613852480000000000e+08,1.415545312500000000e+05,2.280858001708984375e+02
7.656263200000000000e+07,1.735223520000000000e+08,1.344226406250000000e+05,2.020964813232421875e+02
7.640191200000000000e+07,1.611887200000000000e+08,1.344290937500000000e+05,2.009895172119140625e+02
7.685309600000000000e+07,1.719378080000000000e+08,1.390228750000000000e+05,1.925416870117187500e+02
7.672316800000000000e+07,1.668159360000000000e+08,1.306871796875000000e+05,1.901293487548828125e+02
7.656268000000000000e+07,1.566950240000000000e+08,1.256640390625000000e+05,1.954507293701171875e+02
7.607768000000000000e+07,1.636010880000000000e+08,1.415882031250000000e+05,2.221850738525390625e+02
7.691071200000000000e+07,1.772389120000000000e+08,1.397842187500000000e+05,1.831179351806640625e+02
7.677764800000000000e+07,1.590836000000000000e+08,1.300528359375000000e+05,1.884412689208984375e+02
7.547926400000000000e+07,1.643500640000000000e+08,1.447204218750000000e+05,2.377854309082031250e+02
7.515552000000000000e+07,1.723924320000000000e+08,1.425228281250000000e+05,2.441122589111328125e+02
7.451912800000000000e+07,1.766652320000000000e+08,1.493356562500000000e+05,2.691090393066406250e+02
7.599934400000000000e+07,1.706442560000000000e+08,1.398918125000000000e+05,2.203696746826171875e+02
7.683864800000000000e+07,1.735463200000000000e+08,1.402186250000000000e+05,1.854669799804687500e+02
7.512647200000000000e+07,1.771742240000000000e+08,1.493645000000000000e+05,2.518447723388671875e+02
7.734736000000000000e+07,1.681466560000000000e+08,1.342555468750000000e+05,1.683427276611328125e+02
7.675075200000000000e+07,1.720979840000000000e+08,1.388615312500000000e+05,1.960872039794921875e+02
7.610391200000000000e+07,1.713886880000000000e+08,1.420706406250000000e+05,2.212363128662109375e+02
7.641281600000000000e+07,1.654301920000000000e+08,1.368228125000000000e+05,2.092672729492187500e+02
7.681370400000000000e+07,1.675486720000000000e+08,1.365130000000000000e+05,1.908283538818359375e+02
7.531637600000000000e+07,1.716762720000000000e+08,1.441665000000000000e+05,2.439421386718750000e+02
7.481689600000000000e+07,1.725519040000000000e+08,1.494556406250000000e+05,2.598843078613281250e+02
7.583575200000000000e+07,1.703992480000000000e+08,1.326849531250000000e+05,2.222083435058593750e+02
7.604096800000000000e+07,1.695415200000000000e+08,1.398153593750000000e+05,2.178970794677734375e+02
7.640810400000000000e+07,1.585677280000000000e+08,1.367218750000000000e+05,2.125223236083984375e+02
7.617904000000000000e+07,1.704265280000000000e+08,1.386794218750000000e+05,2.106344451904296875e+02
7.597360000000000000e+07,1.676809920000000000e+08,1.397043437500000000e+05,2.218708343505859375e+02
7.706860000000000000e+07,1.608078080000000000e+08,1.377454843750000000e+05,1.837906799316406250e+02
7.752868000000000000e+07,1.762040320000000000e+08,1.296285234375000000e+05,1.568273315429687500e+02
7.630687200000000000e+07,1.696527200000000000e+08,1.398015312500000000e+05,2.105269470214843750e+02
7.585968800000000000e+07,1.688984800000000000e+08,1.422530781250000000e+05,2.247236022949218750e+02
7.623513600000000000e+07,1.762778080000000000e+08,1.434500937500000000e+05,2.119514923095703125e+02
7.523416000000000000e+07,1.745649600000000000e+08,1.465545312500000000e+05,2.452977142333984375e+02
7.591512800000000000e+07,1.760900800000000000e+08,1.382697343750000000e+05,2.195932006835937500e+02
7.651436800000000000e+07,1.651880480000000000e+08,1.447221875000000000e+05,2.094907073974609375e+02
7.613923200000000000e+07,1.702444640000000000e+08,1.437665937500000000e+05,2.222770080566406250e+02
7.577468800000000000e+07,1.724101280000000000e+08,1.381744531250000000e+05,2.301100769042968750e+02
7.464615200000000000e+07,1.750566240000000000e+08,1.501151406250000000e+05,2.683670654296875000e+02
7.543758400000000000e+07,1.714249920000000000e+08,1.403229375000000000e+05,2.379344787597656250e+02
7.522907200000000000e+07,1.680426720000000000e+08,1.435781875000000000e+05,2.490231323242187500e+02
7.542093600000000000e+07,1.701488480000000000e+08,1.488038437500000000e+05,2.479234313964843750e+02
7.508331200000000000e+07,1.620076800000000000e+08,1.469632500000000000e+05,2.513837432861328125e+02
7.623166400000000000e+07,1.757905600000000000e+08,1.341401093750000000e+05,2.057853546142578125e+02
7.573477600000000000e+07,1.658869920000000000e+08,1.474805625000000000e+05,2.353009185791015625e+02
7.578614400000000000e+07,1.753192960000000000e+08,1.445022343750000000e+05,2.290942077636718750e+02
7.637922400000000000e+07,1.620532960000000000e+08,1.349555625000000000e+05,2.077197875976562500e+02
7.615028000000000000e+07,1.709540480000000000e+08,1.420543437500000000e+05,2.142179412841796875e+02
7.533205600000000000e+07,1.739341920000000000e+08,1.503019687500000000e+05,2.466482849121093750e+02
7.749630400000000000e+07,1.772862240000000000e+08,1.310268046875000000e+05,1.641049346923828125e+02
7.479960000000000000e+07,1.712973120000000000e+08,1.471253906250000000e+05,2.560315551757812500e+02
7.614194400000000000e+07,1.727571200000000000e+08,1.365151875000000000e+05,2.170068664550781250e+02
7.712076800000000000e+07,1.702945920000000000e+08,1.384764531250000000e+05,1.790587158203125000e+02
7.615001600000000000e+07,1.652128160000000000e+08,1.406722031250000000e+05,2.199065246582031250e+02
7.675679200000000000e+07,1.628066560000000000e+08,1.399050781250000000e+05,1.992455139160156250e+02
7.630279200000000000e+07,1.597101440000000000e+08,1.424018593750000000e+05,2.146925964355468750e+02
7.567930400000000000e+07,1.636205280000000000e+08,1.495222187500000000e+05,2.406591033935546875e+02
7.710816800000000000e+07,1.709089280000000000e+08,1.313828437500000000e+05,1.808650054931640625e+02
7.626448800000000000e+07,1.610534400000000000e+08,1.389897031250000000e+05,2.189475402832031250e+02
7.624244000000000000e+07,1.664585760000000000e+08,1.387524375000000000e+05,2.139829254150390625e+02
7.744073600000000000e+07,1.750434240000000000e+08,1.326863750000000000e+05,1.587188568115234375e+02
7.705690400000000000e+07,1.727612800000000000e+08,1.339290468750000000e+05,1.802170562744140625e+02
7.584536800000000000e+07,1.625068160000000000e+08,1.365729687500000000e+05,2.276725311279296875e+02
7.650112800000000000e+07,1.700690560000000000e+08,1.332777343750000000e+05,1.951309356689453125e+02
7.510463200000000000e+07,1.763461280000000000e+08,1.439432343750000000e+05,2.444247589111328125e+02
7.571665600000000000e+07,1.757470400000000000e+08,1.449336562500000000e+05,2.331919555664062500e+02
7.669403200000000000e+07,1.687677600000000000e+08,1.370893750000000000e+05,1.946474761962890625e+02
7.638888800000000000e+07,1.633822880000000000e+08,1.378813906250000000e+05,2.133475952148437500e+02
7.771945600000000000e+07,1.722688800000000000e+08,1.228110937500000000e+05,1.426366271972656250e+02
7.645863200000000000e+07,1.732485120000000000e+08,1.383343750000000000e+05,2.083092041015625000e+02
7.608633600000000000e+07,1.662478240000000000e+08,1.375595781250000000e+05,2.188510284423828125e+02
7.726820000000000000e+07,1.686525760000000000e+08,1.257075625000000000e+05,1.670910644531250000e+02
7.437584800000000000e+07,1.746554240000000000e+08,1.513276875000000000e+05,2.683607177734375000e+02
7.488552000000000000e+07,1.680515200000000000e+08,1.465649531250000000e+05,2.553423919677734375e+02
7.631995200000000000e+07,1.691940480000000000e+08,1.508083593750000000e+05,2.188002624511718750e+02
7.790752000000000000e+07,1.807896480000000000e+08,1.230850546875000000e+05,1.319134063720703125e+02
7.536597600000000000e+07,1.710672000000000000e+08,1.468340781250000000e+05,2.417996673583984375e+02
7.654034400000000000e+07,1.694379520000000000e+08,1.356925937500000000e+05,2.030876617431640625e+02
7.348961600000000000e+07,1.754941120000000000e+08,1.522595625000000000e+05,2.865567626953125000e+02
7.714088800000000000e+07,1.734311520000000000e+08,1.337785625000000000e+05,1.801746978759765625e+02
7.628197600000000000e+07,1.708400480000000000e+08,1.437867812500000000e+05,2.166895294189453125e+02
7.672468800000000000e+07,1.770890080000000000e+08,1.368848281250000000e+05,1.901764678955078125e+02
7.634232000000000000e+07,1.668672000000000000e+08,1.424856406250000000e+05,2.097132263183593750e+02
7.614590400000000000e+07,1.706303040000000000e+08,1.427019218750000000e+05,2.128191223144531250e+02
7.689529600000000000e+07,1.729857120000000000e+08,1.339677656250000000e+05,1.883628845214843750e+02
7.590044000000000000e+07,1.667073440000000000e+08,1.407032812500000000e+05,2.292185668945312500e+02
7.557455200000000000e+07,1.707157920000000000e+08,1.453663125000000000e+05,2.406011505126953125e+02
7.573874400000000000e+07,1.748871040000000000e+08,1.455330937500000000e+05,2.362699584960937500e+02
7.569783200000000000e+07,1.730069280000000000e+08,1.392216093750000000e+05,2.255665130615234375e+02
7.569049600000000000e+07,1.681748160000000000e+08,1.452560000000000000e+05,2.357784729003906250e+02
7.633698400000000000e+07,1.793872960000000000e+08,1.375416250000000000e+05,2.042223358154296875e+02
7.554509600000000000e+07,1.644955520000000000e+08,1.416319687500000000e+05,2.415865783691406250e+02
7.432568800000000000e+07,1.604622880000000000e+08,1.517889687500000000e+05,2.796360168457031250e+02
7.625754400000000000e+07,1.701262080000000000e+08,1.448266562500000000e+05,2.186942596435546875e+02
7.655364000000000000e+07,1.689325760000000000e+08,1.361998906250000000e+05,1.995298614501953125e+02
7.581684800000000000e+07,1.608339360000000000e+08,1.350759843750000000e+05,2.283324584960937500e+02
7.717115200000000000e+07,1.630234880000000000e+08,1.377673281250000000e+05,1.816730804443359375e+02
7.575645600000000000e+07,1.759819520000000000e+08,1.485685312500000000e+05,2.344852752685546875e+02
7.655093600000000000e+07,1.772778560000000000e+08,1.391632187500000000e+05,2.026371765136718750e+02
7.640914400000000000e+07,1.748046720000000000e+08,1.428800781250000000e+05,2.065019226074218750e+02
7.670035200000000000e+07,1.565820800000000000e+08,1.385083437500000000e+05,1.997757873535156250e+02
7.670038400000000000e+07,1.713229760000000000e+08,1.296865859375000000e+05,1.892629852294921875e+02
7.449760800000000000e+07,1.780156800000000000e+08,1.473433906250000000e+05,2.601945190429687500e+02
7.650768800000000000e+07,1.682193920000000000e+08,1.328396093750000000e+05,2.023726501464843750e+02
7.621993600000000000e+07,1.699531520000000000e+08,1.437681406250000000e+05,2.142769622802734375e+02
7.510282400000000000e+07,1.789144000000000000e+08,1.464991875000000000e+05,2.487879180908203125e+02
7.563628800000000000e+07,1.666900000000000000e+08,1.409650468750000000e+05,2.327136230468750000e+02
7.685406400000000000e+07,1.673394560000000000e+08,1.395414531250000000e+05,1.960009307861328125e+02
7.665693600000000000e+07,1.683936640000000000e+08,1.350245468750000000e+05,1.967410125732421875e+02
7.589309600000000000e+07,1.702859200000000000e+08,1.401460312500000000e+05,2.291267852783203125e+02
7.445952000000000000e+07,1.738644640000000000e+08,1.510143593750000000e+05,2.703732299804687500e+02
7.660187200000000000e+07,1.619388160000000000e+08,1.369811718750000000e+05,2.052320251464843750e+02
7.659242400000000000e+07,1.627554400000000000e+08,1.406808125000000000e+05,2.051470947265625000e+02
7.709642400000000000e+07,1.640892320000000000e+08,1.266080234375000000e+05,1.746495208740234375e+02
7.676158400000000000e+07,1.639491840000000000e+08,1.319280312500000000e+05,1.920209197998046875e+02
7.744925600000000000e+07,1.628085600000000000e+08,1.290094375000000000e+05,1.659224700927734375e+02
7.537600800000000000e+07,1.771380320000000000e+08,1.410384531250000000e+05,2.392623596191406250e+02
7.510276800000000000e+07,1.743117600000000000e+08,1.423657656250000000e+05,2.491248626708984375e+02
7.589212000000000000e+07,1.734440320000000000e+08,1.428471875000000000e+05,2.295161895751953125e+02
7.687127200000000000e+07,1.615531680000000000e+08,1.360272812500000000e+05,1.930463714599609375e+02
7.584782400000000000e+07,1.664843680000000000e+08,1.406399062500000000e+05,2.242203063964843750e+02
7.600920000000000000e+07,1.670726400000000000e+08,1.403110781250000000e+05,2.208558197021484375e+02
7.570264000000000000e+07,1.682478240000000000e+08,1.432703281250000000e+05,2.331324310302734375e+02
7.661906400000000000e+07,1.678478080000000000e+08,1.386876250000000000e+05,1.989586639404296875e+02
7.697170400000000000e+07,1.712761760000000000e+08,1.324256562500000000e+05,1.798831176757812500e+02
7.604540000000000000e+07,1.706096800000000000e+08,1.413579843750000000e+05,2.206336669921875000e+02
7.645581600000000000e+07,1.749887040000000000e+08,1.351589062500000000e+05,2.043537750244140625e+02
7.637802400000000000e+07,1.756672160000000000e+08,1.356488593750000000e+05,1.985943145751953125e+02
7.570124800000000000e+07,1.728827200000000000e+08,1.467066093750000000e+05,2.326636810302734375e+02
7.623458400000000000e+07,1.681974560000000000e+08,1.381342031250000000e+05,2.129620819091796875e+02
7.648112000000000000e+07,1.701760480000000000e+08,1.412644531250000000e+05,2.109325714111328125e+02
7.642583200000000000e+07,1.785850720000000000e+08,1.421904531250000000e+05,2.058185424804687500e+02
7.476732000000000000e+07,1.797961760000000000e+08,1.466981093750000000e+05,2.607409057617187500e+02
7.525328000000000000e+07,1.705037440000000000e+08,1.447206718750000000e+05,2.438126068115234375e+02
7.566875200000000000e+07,1.742028960000000000e+08,1.420571250000000000e+05,2.345148162841796875e+02
7.635524000000000000e+07,1.640389280000000000e+08,1.400694531250000000e+05,2.145315551757812500e+02
7.660450400000000000e+07,1.718375200000000000e+08,1.352428437500000000e+05,1.975034027099609375e+02
7.548915200000000000e+07,1.662137920000000000e+08,1.473816093750000000e+05,2.391791229248046875e+02
7.561981600000000000e+07,1.655194880000000000e+08,1.393542343750000000e+05,2.309188537597656250e+02
7.403492000000000000e+07,1.665163040000000000e+08,1.515000781250000000e+05,2.872287292480468750e+02
7.637141600000000000e+07,1.769228480000000000e+08,1.335442968750000000e+05,2.019647674560546875e+02
7.448488000000000000e+07,1.642770720000000000e+08,1.514978125000000000e+05,2.686801147460937500e+02
7.660732800000000000e+07,1.676558240000000000e+08,1.379790937500000000e+05,2.018274688720703125e+02
7.649739200000000000e+07,1.657350720000000000e+08,1.381077500000000000e+05,1.998185272216796875e+02
7.603420000000000000e+07,1.604665920000000000e+08,1.468748281250000000e+05,2.256642608642578125e+02
7.562361600000000000e+07,1.695731360000000000e+08,1.414092500000000000e+05,2.326619567871093750e+02
7.746515200000000000e+07,1.767243200000000000e+08,1.278341796875000000e+05,1.571269683837890625e+02
7.660110400000000000e+07,1.795967680000000000e+08,1.381314687500000000e+05,1.980442199707031250e+02
7.603234400000000000e+07,1.747635360000000000e+08,1.417401562500000000e+05,2.234716796875000000e+02
7.663572000000000000e+07,1.728053760000000000e+08,1.376208906250000000e+05,2.026605987548828125e+02
7.505217600000000000e+07,1.760524160000000000e+08,1.464766718750000000e+05,2.489649047851562500e+02
7.692852800000000000e+07,1.685981120000000000e+08,1.338278281250000000e+05,1.879866333007812500e+02
7.365024000000000000e+07,1.731548000000000000e+08,1.487923593750000000e+05,2.880257263183593750e+02
7.692276000000000000e+07,1.653784960000000000e+08,1.409576250000000000e+05,1.896106109619140625e+02
7.605445600000000000e+07,1.795876320000000000e+08,1.453701562500000000e+05,2.200829925537109375e+02
7.676128800000000000e+07,1.647308160000000000e+08,1.350989218750000000e+05,1.969111785888671875e+02
7.619864000000000000e+07,1.706932800000000000e+08,1.366113750000000000e+05,2.118278656005859375e+02
7.539636000000000000e+07,1.703565600000000000e+08,1.439203281250000000e+05,2.412576751708984375e+02
7.665381600000000000e+07,1.746739840000000000e+08,1.370710156250000000e+05,1.989672088623046875e+02
7.571416800000000000e+07,1.762012800000000000e+08,1.440611562500000000e+05,2.348292083740234375e+02
7.608949600000000000e+07,1.624145600000000000e+08,1.442844531250000000e+05,2.198704833984375000e+02
7.722829600000000000e+07,1.771386080000000000e+08,1.283765078125000000e+05,1.715505828857421875e+02
7.720560800000000000e+07,1.758804800000000000e+08,1.355352968750000000e+05,1.761335144042968750e+02
7.545366400000000000e+07,1.650279520000000000e+08,1.423027343750000000e+05,2.422254943847656250e+02
7.647021600000000000e+07,1.608119520000000000e+08,1.354272187500000000e+05,2.102863464355468750e+02
7.453440000000000000e+07,1.632899360000000000e+08,1.471008906250000000e+05,2.716791992187500000e+02
7.544964000000000000e+07,1.663595840000000000e+08,1.450122656250000000e+05,2.352741241455078125e+02
7.488179200000000000e+07,1.759132320000000000e+08,1.490489531250000000e+05,2.591194152832031250e+02
7.670225600000000000e+07,1.741691360000000000e+08,1.395144062500000000e+05,1.960203094482421875e+02
7.657777600000000000e+07,1.666183360000000000e+08,1.374402187500000000e+05,2.034413757324218750e+02
7.518460000000000000e+07,1.673328000000000000e+08,1.458842656250000000e+05,2.479071197509765625e+02
7.625843200000000000e+07,1.592652160000000000e+08,1.355939218750000000e+05,2.194612731933593750e+02
7.626652000000000000e+07,1.719602720000000000e+08,1.384679843750000000e+05,2.097085876464843750e+02
7.534808000000000000e+07,1.599749280000000000e+08,1.421820781250000000e+05,2.498155059814453125e+02
7.562690400000000000e+07,1.676721280000000000e+08,1.409050468750000000e+05,2.357417755126953125e+02
7.631554400000000000e+07,1.695938880000000000e+08,1.354293593750000000e+05,2.070895538330078125e+02
7.721138400000000000e+07,1.750257920000000000e+08,1.324973750000000000e+05,1.752637634277343750e+02
7.706990400000000000e+07,1.695772320000000000e+08,1.347732187500000000e+05,1.873727264404296875e+02
7.719749600000000000e+07,1.610855680000000000e+08,1.292168828125000000e+05,1.767591552734375000e+02
7.578288000000000000e+07,1.791835840000000000e+08,1.353441718750000000e+05,2.206341705322265625e+02
7.415396000000000000e+07,1.700781440000000000e+08,1.526917187500000000e+05,2.829739990234375000e+02
